surveyid,variable,varname,description,classification,question,responses,values
cqwels_trends_sep_2022,b8a,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now?,"Not at all easy, Not too easy, Somewhat easy, Very easy, Not applicable","1, 2, 3, 4, 5"
qes_us_jan_2022,jobfind1,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now?,"Very easy to find similar job, Somewhat easy to find similar job, Not easy at all to find similar job, Can’t choose, Prefer not to say","1, 2, 3, 4, 5"
aqwels_trends_nov_2021,b8a,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now?,"not at all easy, not too easy, somewhat easy, very easy","0, 1, 2, 3"
cqwels_trends_sep_2021,b8a_c21,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now?,"Not at all easy , Not too easy , Somewhat easy , Very easy , Not applicable","0, 1, 2, 3"
aqwels_trends_nov_2020,b8a,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now?,"Not at all easy, Not too easy, Somewhat easy, Very easy, Not applicable","0, 1, 2, 3"
cqwels_follow_mar_2021,b8a,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now? Somewhat easy,"Not at all easy, Not too easy, Somewhat easy, Very easy, Not applicable","0, 1, 2, 3"
cqwels_follow_sep_2021,b8a,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now? Somewhat easy,"Not at all easy , Not too easy , Somewhat easy , Very easy , Not applicable","0, 1, 2, 3"
cqwels_trends_sep_2020,b8a_c20,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now? Somewhat easy,"Not at all easy, Not too easy, Somewhat easy, Very easy, Not applicable","0, 1, 2, 3"
cqwels_tlc_sep_2022,b8a,turn_ease,alternative job ease,job quality,How easy would it be for you to find a job with another employer with approximately the same income and fringe benefits as you have now? Somewhat easy?,"Not at all easy, Not too easy, Somewhat easy, Very easy, Not applicable","0, 1, 2, 3"
qes_can_mar_2023,famwkoff,famwkoff,time off difficulty,work-life balance,How hard is it to take time off during your work to take care of personal or family matters?,"Not at all hard , Not too hard , Somewhat hard , Very hard , Can’t choose, Prefer not to say","0, 1, 2, 3"
qes_us_feb_2023,famwkoff,famwkoff,time off difficulty,work-life balance,How hard is it to take time off during your work to take care of personal or family matters?,"Not at all hard, Not too hard, Somewhat hard, Very hard, Can’t choose, Prefer not to say","1, 2, 3, 4, 5, 6"
qes_us_jan_2022,famwkoff,famwkoff,time off difficulty,work-life balance,How hard is it to take time off during your work to take care of personal or family matters?,"Not at all hard, Not too hard, Somewhat hard, Very hard, Can’t choose, Prefer not to say","1, 2, 3, 4, 5, 6"
messi_us_nov_2023,q3_rank_1,challenge,challenge importance in job,work attitudes,How important to you personally are each of the following qualities in a job? Challenge,"1, 2, 3, 4, 5","1, 2, 3, 4, 5"
messi_us_nov_2023,q3_rank_2,flexibility,flexibility importance in job,work attitudes,How important to you personally are each of the following qualities in a job? Flexibility,"1, 2, 3, 4, 5","1, 2, 3, 4, 5"
messi_us_nov_2023,q3_rank_3,money,money importance in job,work attitudes,How important to you personally are each of the following qualities in a job? Money,"1, 2, 3, 4, 5","1, 2, 3, 4, 5"
messi_us_nov_2023,q3_rank_4,prestige,prestige importance in job,work attitudes,How important to you personally are each of the following qualities in a job? Prestige,"1, 2, 3, 4, 5","1, 2, 3, 4, 5"
messi_us_nov_2023,q3_rank_5,recognition,my work gives me an opportunity to get recognition from others,job quality,How important to you personally are each of the following qualities in a job? Recognition,"1, 2, 3, 4, 5","1, 2, 3, 4, 5"
cqwels_tlc_oct_2025,g5new1,findwork_likely,expected job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know","0, 1, 2, 3"
cqwels_tlc_sep_2024,g5new1,findwork_likely,expected job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know, Prefer not to say","0, 1, 2, 3"
cqwels_tlc_oct_2023,g5new1,findwork_likely,expected job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know","0, 1, 2, 3"
cqwels_tlc_mar_2022,g5new1,findwork_likely,expected job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know, Prefer not to say, Not applicable","0, 1, 2, 3"
cqwels_tlc_sep_2022,g5new1,findwork_likely,expected job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know, Prefer not to say","0, 1, 2, 3"
cqwels_long_apr_2021,g5new,likelyjob,job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"not at all likely, not too likely, somewhat likely, very likely","0, 1, 2, 3"
cqwels_long_feb_2021,g5new,likelyjob,job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know, Not applicable (please specify)","0, 1, 2, 3"
cqwels_long_feb_2021,g5newo,likelyjob_open,job finding other specified,job quality,How likely do you think it is that you will find a job in the next several months?,", hopeful but possibly unrealistic","0, 1"
cqwels_long_jun_2021,g5new,likelyjob,job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don?t know, Prefer not to say, Not applicable (please specify)","0, 1, 2, 3"
cqwels_long_jun_2021,g5newo,likelyjob_open,job finding other specified,job quality,How likely do you think it is that you will find a job in the next several months?,", a summer job is possible. i am hopeful my employment status at the public school board stays in tact for the fall","0, 1"
cqwels_long_oct_2021,g5new,likelyjob,job finding likelihood,job quality,How likely do you think it is that you will find a job in the next several months?,"Not at all likely, Not too likely, Somewhat likely, Very likely, Don’t know, Not applicable (please specify)","0, 1, 2, 3"
